Label,Protien,structure derived hydrophobicity value,Polarizability,Normalized frequency of alpha-helix,Normalized frequency of beta-strand,Normalized frequency of turn,Hydrophobicity at ph 7.5 by HPLC,Size,Consensus normalized hydrophobicity scale,Hydrophobicity index base on helix in membrane,Molecular weight,Hydrophobic parameter,Van der waals volume,Polarity (driven from amino acids),Volume,Compressibility,Average long range contact energy,Average medium range contact energy,Long range non bounded energy,Mean RMS fluctuational displacement,Refractive index,Solvent accessible reduction,Total non bounded energy,Unfolding entropy change of hydration,Unfolding hydration heat capacity change,Retention coefficient (retention times PH= 7.0),Amino acids partition energy,PKa COOH,Hydrophilicity value (driven from free amino acids),Absolute entropy,Entropy of formation,Buried and accessible molar fraction ratio,Energy of transfer from inside to outside,Flexibility for one rigid residue,Side chain interaction parameter,Side chain volume,Hydropathy index,Average surrounding hydrophobicity,Average reduced distance for side chain,Side chain orientation angle,Ave number of nearest neighbour in chian,Average Volume of surrounding residues,Hydrophobicity scale (contact energy derived from 3D data),Partition coefficient,Average gain in surrounding hydrophobicity,Surrounding hydrophobicity in alpha-helix,Surrounding hydrophobicity in beta-sheet,Surrounding hydrophobicity in turn,Surrounding hydrophobicity in folded form,Average number of surrounding residues,Membrane buried helix parameter,Mean fractional area loss (f),Flexibility,Hydration potential (transfer vapour phrase to water at ph 7),Bulkiness,Polarity (driven from amino acids in proteins)
Fold1,>P54104,217.10999999999993,163.54000000000005,220.7600000000003,243.28999999999908,171.1900000000002,301.9899999999999,264.45000000000005,337.7500000000001,174.99000000000032,173.09000000000074,240.200000000001,179.44000000000025,139.01000000000025,201.81000000000037,246.6299999999993,243.87000000000006,253.6699999999998,232.1100000000003,225.81000000000003,173.00000000000009,200.9599999999994,306.42000000000047,210.40000000000035,237.14,243.83000000000052,192.82999999999996,340.7500000000004,189.46999999999997,195.63999999999962,160.46000000000038,159.3399999999998,317.02999999999963,226.49999999999974,198.53000000000011,206.3699999999994,272.39999999999947,227.57000000000065,216.18999999999994,272.87999999999965,211.73999999999964,213.87000000000043,243.79999999999956,208.3199999999998,212.53999999999962,239.3800000000008,271.17,179.81000000000012,214.73000000000053,228.71999999999989,310.29000000000156,278.53999999999985,172.4799999999998,365.15000000000094,301.29000000000093,52.310000000000095
Fold1,>Q10900,667.0699999999993,520.0699999999956,825.2399999999952,763.6099999999994,692.7700000000007,918.8099999999977,889.3199999999936,1099.3199999999854,572.7199999999959,581.4800000000016,693.5299999999944,580.1900000000022,695.4799999999964,628.1500000000007,771.0999999999965,772.3399999999949,894.6800000000032,731.4799999999992,977.7200000000119,570.2399999999946,603.0799999999995,1020.1299999999961,652.6500000000036,658.9499999999958,695.8099999999989,868.7400000000014,1185.920000000001,853.0299999999999,656.2899999999972,578.7000000000053,488.3100000000016,1069.7299999999896,950.3100000000076,852.3799999999985,643.2900000000029,841.3200000000076,691.4500000000061,935.3299999999863,819.8999999999911,847.5199999999925,647.6199999999941,683.1899999999979,976.6100000000101,654.159999999999,714.6700000000062,943.2000000000048,539.1499999999983,642.3600000000015,714.1899999999905,956.9399999999935,885.4899999999907,753.2799999999964,1211.0600000000109,1001.1300000000089,358.1299999999967
Fold1,>Q79VE8,169.56999999999996,150.84000000000032,195.67000000000016,192.5699999999996,186.83,225.59999999999988,243.36999999999975,271.49999999999966,162.27000000000012,169.34000000000043,177.81000000000043,167.3300000000003,176.25999999999988,178.53000000000006,224.41999999999942,191.47000000000043,224.12000000000015,184.04000000000013,245.60000000000002,158.33999999999997,146.80999999999966,241.37999999999968,179.13000000000025,172.45999999999995,178.4500000000003,214.2000000000001,291.00000000000057,212.22999999999985,184.54999999999976,157.24000000000032,114.96999999999976,258.2899999999999,235.94999999999993,212.7299999999999,181.90999999999974,194.68999999999994,169.78000000000034,236.87999999999977,202.70999999999987,188.3599999999997,180.34000000000017,174.2799999999997,237.65000000000006,161.70000000000016,181.77000000000027,224.8399999999998,139.49000000000015,158.9900000000003,173.38000000000014,224.88000000000096,219.78999999999976,192.41999999999967,292.0700000000001,257.74000000000046,101.38999999999997
Fold1,>P22821,84.02999999999996,60.860000000000056,80.39999999999999,96.99000000000012,58.73000000000003,116.43999999999998,100.72000000000004,127.49000000000011,66.18999999999994,63.48,91.80000000000001,66.83999999999999,48.859999999999964,76.22,89.54999999999987,97.93000000000006,89.58999999999997,91.12,80.06999999999992,62.99999999999996,82.09999999999988,116.42999999999998,81.72000000000003,94.53999999999999,94.08,70.39999999999995,126.06999999999998,69.56,74.48000000000002,62.279999999999966,63.350000000000065,120.01000000000006,81.18999999999998,71.91000000000007,77.91000000000003,106.48999999999994,91.92999999999994,74.55,103.81000000000003,79.35000000000002,80.7,94.42999999999991,73.56000000000002,84.57000000000008,89.63999999999994,102.65999999999988,70.60000000000004,87.32000000000006,91.17000000000016,116.6000000000001,106.89000000000009,60.929999999999914,137.45000000000005,117.72999999999989,19.109999999999978
Fold1,>P81594,183.24999999999986,165.45000000000022,207.38999999999996,209.61999999999935,211.73999999999984,240.4199999999998,266.36,291.9099999999996,179.16000000000003,185.4100000000003,189.81000000000031,182.72000000000017,195.74999999999983,194.49000000000004,249.56999999999954,207.6000000000005,237.13,196.42000000000002,273.19,176.3300000000001,153.95999999999952,256.84999999999945,190.93000000000012,182.63999999999982,187.1200000000003,233.95,311.97000000000065,236.17999999999984,205.17999999999975,173.16000000000017,126.86999999999968,276.13999999999976,257.9,232.0399999999997,198.81999999999982,208.3499999999999,180.48000000000025,262.4399999999998,215.13999999999965,205.14999999999947,187.8300000000002,185.79999999999995,267.61999999999983,174.72,195.1500000000004,237.29999999999959,151.4800000000001,170.41000000000034,183.41000000000017,240.1100000000008,234.48999999999978,216.11999999999978,316.38000000000034,277.61000000000064,113.47000000000007
Fold1,>P28611,112.51999999999997,97.27000000000014,152.75000000000003,130.53000000000011,99.79,155.25,161.74000000000004,186.88999999999984,107.93999999999988,107.6400000000001,121.20000000000003,108.48000000000008,112.3200000000001,121.63000000000005,154.72999999999993,124.90000000000015,163.25,121.01000000000003,152.02999999999986,103.0,111.46999999999986,163.61000000000004,117.28999999999999,122.08000000000008,126.55000000000001,135.1,202.46000000000026,140.8,122.08999999999985,104.75000000000003,83.04999999999986,174.13999999999982,149.50000000000006,136.30000000000007,123.06000000000004,143.31,124.12999999999973,148.49,139.24,121.87000000000018,125.89000000000016,125.19999999999995,147.24999999999994,112.05000000000018,129.10999999999984,151.51999999999975,99.96000000000011,112.74000000000004,118.14000000000013,159.26000000000053,148.51999999999998,128.43,204.1499999999999,177.06,66.29000000000006
Fold1,>Q50367,135.5300000000001,118.53000000000038,162.17000000000021,172.7099999999998,180.6499999999998,185.61999999999998,205.53999999999985,237.6599999999993,130.99999999999997,136.81000000000017,143.19999999999996,134.6000000000001,171.49000000000015,148.28999999999994,212.53999999999968,161.82000000000014,186.94,144.16000000000022,231.9800000000001,124.77000000000018,117.64999999999986,202.93999999999963,142.1200000000002,136.58000000000015,139.32000000000008,195.10000000000008,265.9500000000002,196.69999999999993,149.2499999999998,135.3900000000001,96.56999999999978,220.46999999999971,229.80999999999992,198.95,151.0799999999999,170.10999999999984,136.01999999999987,228.1199999999999,162.31999999999977,176.87999999999954,126.66999999999999,137.13999999999984,233.3799999999997,128.70000000000036,158.65000000000015,185.71999999999971,107.1900000000003,124.70000000000012,138.52000000000012,194.2300000000004,177.91000000000008,190.94999999999985,262.5699999999999,222.94000000000034,83.03000000000006
Fold1,>P15363,150.46000000000006,158.28000000000011,190.8000000000001,191.87999999999963,194.23999999999995,204.5400000000001,257.7899999999998,256.8699999999993,171.85000000000008,178.74000000000046,160.86000000000013,176.2200000000003,195.67000000000007,189.88999999999993,251.5399999999998,169.75999999999993,221.14999999999986,160.2400000000003,246.7300000000003,159.51000000000008,138.89999999999984,206.50999999999976,176.46000000000006,166.18000000000006,166.87000000000026,214.37000000000015,285.3500000000007,221.14999999999986,193.40999999999957,167.7900000000003,100.45999999999971,232.83999999999963,248.4299999999999,224.06999999999974,194.22999999999988,175.51999999999998,151.07999999999998,242.99999999999974,175.40999999999994,166.08999999999963,174.34000000000023,157.91999999999993,247.8199999999999,139.19000000000017,164.22000000000008,190.43999999999974,125.81000000000019,135.65000000000023,145.21000000000004,197.21000000000035,195.07999999999984,214.1499999999997,276.16000000000014,265.0200000000006,115.02999999999993
Fold1,>P23648,124.06000000000013,115.9500000000003,141.95999999999995,151.86000000000004,156.89999999999984,170.6299999999999,193.45000000000007,209.02999999999966,125.89000000000003,130.37000000000023,132.97999999999996,129.8600000000002,143.5200000000001,140.7899999999999,187.20999999999984,144.8100000000001,166.75000000000006,132.64000000000024,200.16000000000005,118.03000000000019,109.71999999999994,176.20999999999978,138.3800000000001,133.0000000000001,134.2500000000001,169.82000000000005,228.6100000000001,169.22000000000003,144.92999999999975,126.47999999999998,85.43999999999986,192.48999999999984,194.13999999999982,173.16000000000008,144.28999999999996,148.78999999999982,125.34999999999982,193.03999999999985,148.41999999999996,144.16999999999987,130.55999999999997,128.43999999999983,193.0299999999999,117.4400000000003,137.31000000000006,159.0,102.24000000000015,114.82000000000009,125.81000000000009,167.77000000000027,159.68000000000012,164.38999999999982,227.57999999999973,202.7700000000004,75.99000000000007
Fold1,>P31306,234.8999999999999,239.14000000000001,325.86999999999944,299.5899999999991,322.22,325.60000000000025,397.02000000000027,419.8199999999994,261.4400000000005,274.8500000000013,252.6400000000007,268.83000000000055,324.72,289.3600000000001,390.9200000000004,269.8500000000002,366.29000000000013,253.39000000000053,433.93999999999807,250.59000000000012,205.989999999999,348.02000000000106,273.4900000000002,248.96999999999966,255.16000000000042,370.2800000000018,476.65000000000174,371.8299999999996,294.86999999999915,259.58000000000055,157.74999999999991,383.87999999999874,418.5400000000014,372.78999999999974,295.3000000000002,287.8900000000003,237.64000000000053,424.8699999999997,277.97999999999917,298.38999999999845,261.8300000000006,240.85999999999987,429.68000000000035,224.08000000000007,257.4800000000011,333.4799999999995,194.04000000000016,214.90000000000055,237.42999999999964,329.7600000000021,312.6499999999997,357.1199999999994,459.6800000000023,412.33000000000095,184.6299999999998
Fold1,>P39128,149.79000000000005,132.35000000000028,158.47000000000008,176.58999999999978,124.19,203.34999999999985,204.16,228.7299999999998,142.5400000000001,142.3300000000003,165.11000000000027,144.8800000000001,108.44000000000013,159.48000000000016,186.63999999999967,168.69000000000014,181.17999999999998,165.2900000000001,162.44999999999996,134.5600000000001,143.18999999999974,201.49999999999963,162.8800000000002,170.6400000000002,171.73000000000008,143.93000000000004,237.6400000000001,142.95,154.41999999999965,127.88999999999996,103.90999999999978,213.04999999999993,163.69999999999982,143.72000000000008,162.22999999999988,178.30000000000004,157.67000000000004,155.13000000000008,182.4899999999999,131.1800000000001,161.48000000000025,169.61999999999983,151.12999999999982,146.73000000000002,152.49999999999997,183.38999999999987,126.63000000000005,148.27000000000027,156.3500000000001,200.42000000000036,192.1799999999998,126.12999999999997,241.39,223.77000000000035,57.270000000000074
Fold1,>P0A334,71.2900000000001,60.81000000000002,83.36000000000001,81.79000000000003,61.11,94.76999999999985,97.03000000000009,108.15000000000006,66.69999999999992,66.17000000000002,73.49999999999994,66.85999999999994,61.34999999999993,73.05000000000004,81.61999999999999,81.31000000000009,93.67000000000003,79.97,87.52999999999993,63.689999999999976,64.43999999999994,102.33999999999995,76.39999999999998,75.11999999999999,77.85000000000004,81.49,119.72999999999999,79.30000000000001,74.58000000000003,64.52999999999997,48.68999999999996,104.76000000000006,87.49999999999997,79.84000000000003,73.73000000000003,84.02000000000005,74.57999999999997,85.72,87.79000000000006,72.10000000000002,75.52999999999999,75.35000000000004,87.1999999999999,69.74000000000001,74.01999999999991,98.66999999999999,58.64999999999998,69.96000000000002,76.87000000000008,97.67000000000014,93.00000000000007,65.84999999999998,116.98000000000006,104.53999999999998,37.74
Fold1,>P37386,335.11000000000115,284.69999999999925,411.48999999999967,402.20999999999987,331.4600000000004,451.80000000000115,474.82999999999913,549.5699999999991,316.7899999999995,317.14000000000163,351.60000000000036,318.01000000000005,344.0199999999998,354.7200000000004,462.96000000000174,386.8300000000001,447.14000000000163,360.3700000000016,467.00999999999664,300.02999999999867,323.0799999999987,478.7700000000026,345.13000000000085,353.30999999999983,359.239999999998,406.87000000000245,593.2100000000006,422.4899999999994,358.4499999999981,311.5300000000018,248.03000000000003,513.4199999999985,455.3700000000014,408.72999999999894,359.58999999999907,418.41000000000133,362.27000000000044,448.2900000000005,402.26000000000073,372.6999999999991,344.28000000000094,359.6300000000007,460.7100000000009,332.1599999999987,374.77000000000146,438.7999999999997,287.68999999999994,334.0000000000008,350.4199999999986,460.250000000004,435.83000000000027,386.15000000000015,600.6500000000033,522.2300000000014,194.7399999999998
Fold1,>P30195,398.43000000000126,414.78999999999814,457.510000000002,493.0199999999976,462.5800000000014,524.4000000000007,661.7099999999978,633.8699999999991,446.2499999999998,466.93000000000086,421.9400000000013,462.53999999999996,446.25000000000244,498.67999999999944,639.8899999999999,451.2399999999991,552.7000000000019,423.89000000000124,581.6199999999982,411.4099999999984,364.96999999999866,514.7000000000006,486.6700000000014,448.2999999999985,447.2199999999974,511.5700000000029,691.67,522.2599999999989,508.4299999999972,437.9400000000026,256.54,580.1100000000007,569.7900000000027,518.2499999999993,508.43999999999863,445.68000000000285,406.0600000000002,564.9799999999996,463.38000000000324,367.98999999999637,472.21000000000186,428.12000000000177,564.0900000000015,374.6599999999979,406.9300000000012,470.5999999999989,343.3000000000018,372.79000000000144,392.01999999999873,490.08000000000396,505.3800000000011,492.27000000000135,666.2100000000041,675.8399999999986,275.83999999999867
Fold1,>P28628,71.75000000000007,73.07,85.78999999999992,90.96000000000015,86.88,96.52999999999997,116.92000000000016,116.93000000000018,80.23999999999998,81.49999999999999,74.27000000000002,80.84000000000006,85.02999999999997,87.08999999999993,108.53000000000004,84.04999999999997,99.69000000000003,79.37000000000006,111.2499999999998,72.58,67.67999999999995,98.62999999999994,84.76,80.94,79.13000000000004,96.55999999999997,128.33,101.53000000000003,90.93999999999994,77.89000000000003,49.35999999999994,108.16999999999999,108.58999999999997,99.43000000000008,88.85000000000004,84.10999999999993,75.97999999999999,105.27999999999997,85.23000000000003,75.54000000000003,84.16999999999997,77.57,110.30999999999995,71.07000000000012,75.5899999999999,96.12999999999998,63.850000000000016,71.16999999999999,73.29000000000006,92.17000000000002,94.10000000000007,91.85999999999997,126.23000000000002,120.81,55.520000000000046
Fold1,>O08362,161.68999999999988,143.7600000000002,193.38000000000022,189.18999999999943,177.5899999999999,224.19999999999996,239.91999999999967,265.6099999999997,154.30000000000018,161.72000000000043,176.37000000000043,160.0000000000002,171.5,169.4500000000001,213.52999999999938,186.23000000000027,214.96000000000006,180.20000000000002,236.08000000000004,150.58999999999997,148.75999999999968,238.98999999999964,172.52000000000018,169.99000000000007,175.3100000000003,207.48999999999998,272.8700000000008,211.19999999999993,180.58999999999986,154.64000000000027,116.73999999999972,257.12999999999965,235.98999999999978,209.0699999999999,173.93999999999966,197.7499999999998,166.43000000000026,227.8299999999999,201.40999999999974,188.53999999999982,175.17000000000027,173.2999999999998,229.18999999999988,162.41,162.8000000000001,223.8199999999999,145.16000000000008,158.2200000000003,171.96000000000004,222.35000000000068,217.30999999999986,188.5699999999997,284.88000000000005,260.6100000000004,98.71000000000001
Fold1,>P96710,225.17000000000024,172.52000000000018,224.69000000000005,255.91999999999888,182.10999999999999,303.07000000000016,277.91999999999985,343.3099999999997,188.05999999999995,184.84000000000046,241.56000000000105,189.70000000000013,154.99000000000015,212.56000000000037,261.1599999999996,258.11000000000007,253.44000000000003,243.40000000000018,240.80000000000027,179.10999999999981,213.65999999999946,310.6200000000001,220.6700000000003,238.81,244.5300000000005,208.48000000000022,354.1900000000001,206.57,207.90999999999934,173.51000000000033,164.88999999999973,324.52999999999963,234.3899999999996,207.09999999999988,216.8499999999995,274.21000000000004,238.5700000000005,227.03999999999982,274.3400000000003,216.1099999999995,217.75000000000063,248.00999999999988,226.28999999999974,221.25999999999954,242.92000000000098,267.54999999999984,190.71999999999994,224.1800000000006,235.91999999999987,307.89000000000175,285.0999999999997,187.6199999999997,369.1400000000008,311.79000000000053,64.68000000000009
Fold1,>P49022,361.2600000000009,330.29999999999876,441.51999999999975,450.5699999999997,401.9200000000003,497.9500000000012,550.729999999999,606.269999999999,362.0500000000001,371.1300000000015,392.45000000000084,369.73000000000036,395.08000000000027,407.1200000000003,536.5600000000019,414.1700000000002,501.2300000000011,386.62000000000165,535.3499999999973,338.60999999999814,341.8299999999995,512.3400000000025,396.5400000000012,389.8099999999994,398.839999999998,464.5300000000021,656.7200000000018,465.7299999999992,410.2299999999983,356.5800000000024,255.40000000000012,561.5999999999984,525.9800000000022,467.9699999999996,416.7899999999993,445.4300000000017,379.24999999999966,520.6599999999996,430.1800000000013,400.3699999999975,378.6500000000009,390.0800000000004,524.3400000000012,350.9899999999992,386.2000000000009,456.71999999999974,310.24000000000035,347.3700000000015,370.5399999999991,494.17000000000365,470.29000000000065,445.8400000000008,655.5500000000031,592.670000000001,199.6099999999993
Fold1,>P50012,135.99999999999983,111.17000000000013,139.32000000000008,155.60000000000002,107.30000000000008,184.4599999999999,175.03999999999988,207.87999999999974,118.05999999999992,118.84000000000015,148.2900000000002,121.16000000000008,93.57000000000005,133.06999999999996,159.6799999999998,152.27000000000004,157.1000000000001,147.56000000000006,139.49999999999972,115.62000000000005,128.21999999999971,185.8499999999998,136.77000000000015,148.3600000000001,151.14000000000016,121.86999999999998,207.45000000000016,121.28000000000003,129.98999999999978,105.10999999999997,96.60999999999987,195.4299999999999,140.09,125.86000000000011,136.12,162.64999999999995,142.54,133.08000000000018,164.3899999999999,125.39000000000019,142.43000000000006,150.4999999999999,132.82,133.78000000000011,139.3599999999999,168.0799999999999,116.12000000000015,135.66000000000005,141.3300000000001,184.4800000000004,174.48999999999987,107.61000000000003,220.37,194.66000000000034,44.190000000000055
Fold1,>P25959,50.80000000000004,51.469999999999985,62.760000000000026,65.43,49.300000000000004,67.04999999999995,82.67000000000006,79.45000000000005,56.72999999999997,57.60999999999999,53.47999999999999,57.28,53.01999999999998,62.639999999999986,77.83999999999993,58.91999999999997,71.90999999999998,57.11999999999998,71.17999999999999,51.74999999999998,48.07999999999999,68.64999999999992,61.26999999999998,55.68000000000003,56.87000000000003,64.74999999999993,90.29999999999991,65.31000000000002,63.23000000000006,55.929999999999986,34.08000000000002,74.41,70.29999999999995,63.80000000000001,63.24999999999999,58.64,55.00999999999999,70.56000000000004,60.489999999999995,47.16000000000004,58.74000000000002,55.29999999999996,70.08999999999995,50.970000000000006,53.19,65.45,46.85000000000003,50.93,54.540000000000035,65.84999999999997,66.4,57.72,84.74999999999997,84.21000000000002,33.81000000000002
Fold1,>P28612,91.59000000000006,99.21000000000008,137.14000000000001,113.99000000000015,116.88999999999993,127.5099999999999,165.49999999999991,162.41,109.88999999999994,112.72000000000007,98.82999999999994,111.48000000000026,129.6200000000001,121.33,159.58999999999983,104.02,149.86000000000016,99.92000000000009,165.56,100.53000000000002,88.92999999999991,133.62999999999997,112.62000000000013,105.19000000000007,104.9900000000002,144.99000000000004,183.4500000000001,154.44000000000003,128.2999999999998,111.97000000000003,64.07999999999994,147.5999999999999,163.55999999999983,149.48000000000005,122.88000000000011,113.46999999999984,98.82999999999993,162.8700000000001,112.86000000000008,107.85000000000014,116.82000000000006,99.3299999999999,161.6399999999999,90.2900000000001,103.85999999999996,131.27999999999975,84.6700000000001,88.47,93.50000000000009,124.9900000000001,122.95000000000012,146.00999999999993,177.5699999999998,168.9400000000001,89.7
Fold1,>P54571,228.04000000000002,169.87000000000018,222.76000000000042,263.0999999999987,185.7700000000001,311.0300000000003,274.23,352.8699999999995,184.09000000000012,181.4900000000005,247.96000000000103,187.4400000000002,152.05000000000015,212.6000000000003,263.5399999999992,264.8600000000003,253.54999999999987,247.21000000000032,240.4700000000002,175.31,219.52999999999923,320.0100000000004,222.69000000000037,247.39000000000001,251.34000000000023,205.19000000000003,359.23000000000053,203.48000000000013,205.25999999999965,170.93000000000018,169.41999999999962,332.16999999999916,239.5599999999996,209.01000000000013,215.97999999999945,284.55999999999983,246.1700000000008,225.17,280.15999999999997,222.41999999999942,218.0700000000007,253.58999999999978,223.3199999999996,227.6299999999994,244.96000000000075,284.92999999999967,191.6600000000001,233.10000000000085,245.30999999999997,316.0600000000014,291.9299999999997,183.9899999999997,380.2900000000008,318.3200000000006,62.91000000000009
Fold1,>P42237,213.49999999999997,167.5600000000003,212.46000000000024,245.07999999999902,193.38000000000005,291.09999999999997,267.10000000000025,333.25999999999976,180.0900000000001,179.98000000000067,231.71000000000097,183.84000000000012,158.0200000000001,203.1200000000002,251.6999999999993,244.33000000000018,243.14999999999992,231.21000000000032,246.6600000000003,175.20000000000005,197.60999999999945,298.83000000000015,209.89000000000013,224.55000000000004,232.40000000000023,209.5600000000003,344.24000000000007,203.5000000000001,198.25999999999945,164.64000000000038,154.81999999999974,313.92999999999955,241.6399999999995,211.2599999999998,207.9899999999995,260.1599999999998,220.3500000000007,232.27999999999994,260.23999999999967,217.28999999999942,204.50000000000048,231.16999999999976,233.0399999999997,206.85999999999976,226.58000000000067,259.56,175.13,206.68000000000066,223.12999999999994,296.0200000000017,272.1199999999998,188.33999999999958,359.2400000000007,299.1700000000007,63.73000000000011
Fold1,>P24012,97.4199999999999,82.01000000000008,102.53999999999999,113.06000000000016,80.93000000000004,132.99999999999986,129.26000000000005,152.26999999999992,87.20999999999994,88.44,107.49,89.74000000000002,70.32000000000001,99.01999999999997,123.00999999999999,108.45000000000006,117.63000000000001,106.50000000000004,103.20999999999982,83.62999999999997,90.24999999999983,136.07000000000008,100.55000000000003,107.21000000000005,109.41999999999997,89.32999999999988,155.93999999999997,88.90000000000002,94.77,76.93000000000002,66.79,142.07999999999993,106.80999999999996,94.17000000000009,100.79000000000002,116.72999999999999,99.96999999999994,102.44000000000008,120.9900000000001,90.51000000000012,103.72,109.02999999999984,99.82,94.66000000000005,104.8399999999999,124.3399999999999,83.34000000000005,95.15000000000002,99.72000000000014,137.71000000000024,126.5900000000001,81.48999999999994,161.47000000000003,140.44000000000003,31.74000000000002
Fold1,>P35596,229.18999999999988,216.98000000000025,295.08000000000067,279.96999999999866,286.68000000000023,313.9300000000004,358.5699999999998,391.67999999999995,237.31000000000046,248.2100000000006,243.4800000000011,244.0400000000002,284.5500000000002,263.64999999999975,350.55000000000007,266.0500000000007,337.15999999999957,253.07000000000045,379.59999999999866,221.96,212.7099999999993,340.5900000000002,258.25000000000034,241.59999999999977,250.01000000000042,327.31000000000114,432.8500000000018,337.9099999999997,273.24999999999955,239.32000000000048,161.07000000000008,370.3999999999993,374.2300000000005,332.0500000000002,267.6399999999993,282.34000000000026,238.54000000000127,367.5299999999999,286.0799999999997,274.59999999999906,255.60000000000014,245.70999999999972,373.74999999999994,226.22999999999965,251.9100000000008,324.2199999999999,203.0000000000002,220.750000000001,239.81000000000006,319.16000000000133,309.0600000000002,311.5599999999999,425.700000000001,380.2000000000005,170.1399999999999
Fold1,>O34360,68.22000000000003,66.06999999999996,81.37000000000002,79.37000000000006,78.39999999999999,89.27999999999997,103.10000000000011,109.28000000000006,71.18999999999994,73.98999999999998,71.41999999999996,73.02000000000002,75.74999999999994,78.55000000000001,99.58,74.85000000000002,95.37,72.32,100.37999999999992,68.15,61.01999999999995,92.48999999999997,75.21999999999996,71.37999999999998,73.66000000000005,87.39999999999999,117.86000000000001,88.63000000000004,81.22999999999998,67.99999999999999,45.93999999999998,101.73999999999997,96.79999999999994,88.26000000000008,79.80000000000004,76.19999999999996,68.66999999999997,96.58000000000003,79.41000000000001,70.29000000000003,75.69000000000003,71.26999999999995,97.81999999999992,64.0200000000001,71.72999999999996,86.21999999999998,56.44000000000004,63.48000000000001,67.65000000000006,85.93000000000004,87.35000000000008,81.66999999999997,117.02999999999999,107.46999999999997,47.66000000000003
Fold1,>P21608,218.56000000000003,155.82000000000042,217.98000000000053,246.00999999999885,167.82000000000005,295.4100000000003,256.09999999999997,334.09000000000015,170.58000000000027,165.26000000000067,230.5300000000011,171.40000000000035,144.1100000000003,195.67000000000033,240.46999999999926,250.8000000000001,246.77999999999994,232.26000000000045,224.87000000000018,163.0700000000001,207.6099999999995,305.6500000000002,206.4100000000003,231.60999999999993,236.0300000000004,193.46000000000006,340.46000000000026,192.26000000000005,192.08999999999935,158.6300000000002,162.30999999999983,315.70999999999947,215.9599999999997,195.8700000000001,199.7199999999996,271.99999999999966,235.87000000000074,209.73000000000005,266.73999999999995,214.36999999999958,207.6400000000005,240.77999999999963,214.2599999999997,216.81999999999948,240.88000000000082,267.7199999999998,183.8000000000001,223.35000000000073,230.29999999999984,303.80000000000166,276.94999999999976,172.93999999999966,363.2100000000009,293.5400000000006,56.85000000000007
Fold1,>P50738,106.0899999999999,88.64000000000013,107.69000000000003,120.27000000000017,85.69,142.2599999999999,136.28999999999996,160.6799999999999,93.9599999999999,94.83000000000001,115.15,96.71000000000005,71.94999999999996,106.56000000000002,127.84999999999994,118.7100000000001,124.01,115.35000000000002,109.06999999999974,90.39000000000001,100.96999999999979,143.82999999999998,110.72000000000008,116.94999999999999,119.43000000000002,94.16999999999993,160.52000000000007,94.34000000000005,105.07999999999996,83.55999999999995,74.47999999999999,150.97999999999988,107.30999999999993,97.00000000000013,108.41000000000007,125.80999999999992,112.1399999999999,102.54000000000006,129.58000000000007,92.97000000000014,114.07000000000008,118.87999999999981,102.27999999999996,105.4000000000001,105.36999999999992,131.7599999999999,92.99000000000015,107.48999999999997,110.93000000000018,142.34000000000032,136.16000000000003,83.40999999999993,169.69000000000005,149.8999999999999,38.370000000000026
Fold1,>P54582,273.79999999999995,214.27000000000044,294.0800000000004,308.25999999999914,244.9999999999998,365.7100000000008,344.5800000000003,426.97999999999996,232.88000000000048,233.91000000000116,288.7600000000012,236.27000000000004,224.26000000000013,260.3300000000003,323.0899999999998,308.95000000000016,329.73999999999995,295.9400000000013,323.9899999999991,224.6499999999999,255.939999999999,386.17000000000127,267.11000000000035,277.51000000000033,292.1299999999999,284.93000000000046,452.6200000000006,278.67999999999995,254.84999999999928,215.56000000000046,194.83999999999992,407.5399999999988,317.8600000000003,282.16999999999945,265.49999999999943,328.7300000000003,280.8000000000008,309.8399999999998,332.3300000000003,285.04999999999876,266.24000000000075,291.7999999999997,317.0699999999999,260.5999999999995,295.9000000000011,332.3099999999998,222.97999999999985,259.7700000000012,280.66999999999933,377.5800000000027,349.88000000000005,254.55999999999943,459.1300000000016,383.01000000000124,99.64000000000003
Fold1,>P29761,272.61,261.8899999999999,321.62999999999994,328.82999999999885,351.3600000000001,361.62000000000046,423.04999999999984,453.55999999999955,283.5300000000003,298.35000000000076,284.1900000000004,292.9900000000006,328.1700000000002,313.8800000000006,413.27000000000106,314.41000000000065,375.2900000000007,291.780000000001,450.17999999999813,269.8399999999996,235.21999999999906,381.70000000000135,308.01000000000045,282.6699999999996,287.2099999999998,383.20000000000175,502.69000000000165,380.0499999999993,320.76999999999896,277.5700000000008,179.59999999999982,419.4799999999988,423.25000000000125,380.2499999999997,319.99999999999983,312.8600000000007,272.5500000000011,430.2100000000001,315.2400000000003,312.25999999999823,292.970000000001,275.4899999999998,436.5700000000007,256.27999999999986,290.77000000000095,354.69999999999936,219.6999999999999,251.06000000000097,272.9599999999998,354.7400000000022,349.95,360.50999999999993,489.50000000000193,440.320000000001,187.63999999999984
